-86.54188175,32.47209608
-86.45847973,32.46935608
-86.47206573,32.46080608
-86.46617973,32.45543108
-86.47044573,32.46171608
-87.60052595,30.41120559
-87.90370005,30.60048063
-87.90094604,30.51002561
-87.71573999,30.56235362
-87.68181197,30.32514557
-87.61383896,30.41106759
-87.83659602,30.55442862
-87.84298403,30.60339163
-87.70086498,30.4571396
-87.70086498,30.4571396
-87.69065298,30.39160259
-85.14638133,31.885024
-86.42952681,34.08457543
-86.40877879,33.88866739
-85.6987595,32.14272804
-86.64135375,31.83613894
-85.81442261,33.71792037
-85.7933156,33.65449636
-85.87275562,33.58949634
-85.81299461,33.66877736
-85.83019561,33.66954636
-85.7918856,33.72426638
-85.7256916,33.92103842
-85.40654945,32.87310821
-85.20883239,32.87656222
-85.17727638,32.8043902
-85.19351539,32.8180462
-86.73423583,32.93981617
-88.2250792,32.08232794
-88.31799922,31.9123209
-87.76269806,31.73487888
-85.81080658,33.24574527
-85.79382358,33.28405028
-85.90226152,31.42441087
-85.8558225,31.31270085
-87.6762862,34.72205651
-86.26925364,31.69386392
-86.25153363,31.5794839
-86.84156293,34.17792943
-86.83766593,34.17412643
-86.88547895,34.27061445
-86.81623592,34.17361643
-86.83184792,34.15397643
-87.0762259,32.38909604
-87.06192589,32.40478605
-87.04809589,32.42481605
-87.01379888,32.42841905
-85.83236766,34.51371254
-86.06658071,34.28081948
-86.29279369,32.54730811
-86.38273171,32.5099171
-86.40519271,32.48031209
-86.10889864,32.61577913
-87.50638595,31.02109573
-87.49083595,31.00251573
-85.98915568,34.02381643
-86.01352668,34.01484543
-86.04923669,33.99198842
-86.0644157,33.96584842
-85.93404566,33.95677642
-87.58402606,32.69911409
-85.26086435,31.57704693
-85.44905338,31.24441985
-85.43287538,31.26243585
-85.35970536,31.17568584
-85.43659538,31.24052585
-85.40714937,31.22488085
-85.38463036,31.20381384
-85.58813861,34.87661863
-85.63026463,34.90246063
-86.79631588,33.47581629
-86.78752588,33.49863629
-86.74122586,33.5167063
-86.83279489,33.44394028
-86.82902589,33.48760829
-86.80752588,33.51931929
-86.64630584,33.54938631
-86.75368287,33.51183529
-86.75824387,33.5137833
-86.98130592,33.38009626
-86.81255588,33.49368029
-86.84445589,33.49476629
-86.68854885,33.60357232
-86.79699988,33.47976829
-86.81853589,33.69098633
-86.89254791,33.5571603
-86.80799589,33.64881932
-86.8728609,33.43387427
-86.96068592,33.40288626
-86.73704286,33.42602928
-86.66037584,33.47819629
-87.08561596,33.48799628
-86.75749387,33.49587329
-86.92452391,33.46998628
-86.68911586,33.69314634
-86.73013886,33.5488233
-86.89944691,33.50943729
-86.8617759,33.47856628
-86.61038583,33.62258632
-86.8100499,33.74950034
-86.81664588,33.38772627
-86.77207787,33.5474273
-86.72510186,33.5219943
-87.04253394,33.31849424
-86.71022586,33.58207631
-86.55231581,33.54522631
-86.70932186,33.56475931
-86.70277385,33.5129103
-86.8821489,33.51056129
-86.64505485,33.73923235
-86.70932186,33.56475931
-86.83638389,33.49110329
-86.8899339,33.45636328
-86.75382187,33.5401383
-86.73891986,33.5496943
-86.73907886,33.5304033
-86.80554588,33.41938627
-86.70960386,33.59966531
-86.79131588,33.48668629
-86.91466591,33.49094628
-86.79523587,33.38835627
-86.79530587,33.44548628
-87.6593852,34.84621753
-87.69588521,34.84783553
-87.53858517,34.85939454
-87.6634522,34.80522553
-87.35854709,34.48315147
-85.05010833,32.53711815
-85.45021345,32.63775516
-85.47991846,32.58732914
-85.42831344,32.64240216
-85.43732445,32.62634715
-85.09693934,32.49334014
-86.94656,34.81209056
-86.93196399,34.78767055
-86.95201401,34.98648159
-86.61273676,32.27583904
-86.60342589,34.73449655
-86.57222088,34.69040855
-86.6253409,34.71489055
-86.58340289,34.69767655
-86.67580192,34.75996356
-86.55865088,34.70640655
-86.49064586,34.66824655
-86.69260592,34.74491655
-86.53706587,34.66863654
-86.54930787,34.59766153
-86.57007288,34.66958954
-86.65983891,34.75876656
-86.58436589,34.73167656
-86.6361959,34.74086656
-86.65441591,34.72811655
-86.72561593,34.78778656
-86.64516592,34.9750066
-86.58381789,34.74531856
-86.6279559,34.73253655
-86.64850091,34.74268855
-86.59243389,34.70946955
-86.74969094,34.80918056
-86.68485492,34.75606756
-86.6008159,34.76823656
-86.68835992,34.79987256
-86.69515292,34.71002455
-86.73966893,34.73344955
-86.76958594,34.73861655
-86.6219559,34.72798655
-86.55438588,34.68553655
-87.90432922,33.96681734
-86.23815576,34.31143648
-88.11310511,30.67837764
-88.0710551,30.69073064
-88.13991612,30.70649464
-88.14707211,30.64069463
-88.05339209,30.69627864
-88.0902061,30.67442564
-88.10502511,30.79893866
-88.17954612,30.64391563
-88.10523611,30.68995564
-88.21520213,30.65160663
-88.12296811,30.64909863
-88.25044617,31.13489573
-88.20909613,30.65125563
-88.0729761,30.68887564
-88.18749613,30.68236564
-88.17965613,30.68830564
-88.23181614,30.64841563
-88.0831261,30.72420565
-88.0774371,30.74207065
-88.11483811,30.75465565
-88.16667712,30.66202763
-88.23990613,30.42755558
-88.0794441,30.66040863
-88.13526611,30.66215563
-88.06530509,30.68792264
-88.15568512,30.64881063
-88.0774371,30.74207065
-88.19125313,30.66742463
-88.17951712,30.65890163
-88.24455814,30.70250564
-88.20922613,30.66837563
